,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
r2_train,0.8709971987457178,0.8737868331712526,0.8718383716156635,0.8764932026992416,0.8600081835551266,0.8701755032618128,0.8714786453863014,0.8684173146632165,0.8834233521926637,0.8433933389003108,0.8803980630145033,0.8683042917270464,0.8842994830163821,0.8744910822984251,0.8743211552881465,0.8727748448964023,0.8856925101334527,0.8776120405802006,0.8689310253268994,0.876689498293934,0.8736135405996787,0.8749409080793398,0.8911681215689725,0.8703763678628375,0.883207991404658,0.876471574022161,0.8786231550421125,0.8772022911128492,0.8622334610015244,0.8658626013568678,0.847081290625519,0.8742746648229621,0.8701439739436889,0.8750340267755571,0.8741457258455154,0.8761119264323456,0.8748853408290735,0.8555669211294877,0.8837373776931902,0.8784099323620433,0.8719676854621168,0.8821773316417738,0.8821703312058531,0.869653989633256,0.8694234815722446,0.8910597155010264,0.873596465904676,0.8810892938316348,0.8831113979064689,0.8747002249571783
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r2_test,0.8661800447813998,0.8739782081750763,0.8711519800236104,0.8517270165712396,0.8803425567514078,0.8862058910447445,0.8678663539594833,0.8757744281562183,0.8519688128957648,0.8233217978096566,0.85186304252995,0.8822641319609038,0.8716964521153024,0.8731065176657221,0.8659900949107462,0.865878250325927,0.8851322294881063,0.8804929463871113,0.8654520505652845,0.8788986814084917,0.8763028414551439,0.8272147730593626,0.8864056141042331,0.8456123112633863,0.8452957315865538,0.8822952552868908,0.8768482386381823,0.868637054642443,0.8808252624419406,0.8712296772349439,0.8791367489362689,0.8606885212095595,0.8717040887335176,0.8522731990460645,0.8761793365946914,0.9074772894732919,0.8487190018078734,0.8527219182737685,0.8637436291943215,0.8756165060504691,0.8918058913204367,0.8695700674231072,0.8732658562933225,0.8785603155315374,0.8679383348709735,0.8585004756684224,0.8640723635548848,0.8728443265637476,0.8840005932435896,0.8551011439386085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rmse_train,817.9799562250092,776.0733838130838,795.9277790483534,760.8592040311952,819.0942588703087,781.4062779288668,802.1726201236653,799.616510972012,743.501991813138,810.8340004848412,762.0254224938269,817.7996282691395,720.4854011112152,798.1039424301821,755.0643294531778,750.5490085543122,746.0488504060652,734.1463981205792,797.9048516463823,803.5435426367446,776.6840082921351,762.9061076218563,719.1250122742985,799.1023858088427,781.4493099034348,764.1923051800362,741.8822254038852,742.898243002708,836.7538173753422,770.6334707749452,857.1974492602069,814.5093110438464,803.3791802708057,727.8907118104285,771.6050986108944,769.5203099741412,794.2949712807043,857.7891803169613,671.9353783777701,760.1477099511886,755.9348175628535,758.2316962685748,756.749982253184,801.6517128987763,816.9685892109544,747.1284901838612,806.806050344815,704.894260828715,748.7070517590282,795.7252972910198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rmse_test,783.0789248185124,697.4459498705376,804.941306240322,920.5970713110256,891.2538548652087,749.8918124188496,707.0294837995938,858.162532336044,1010.7906873432349,1013.8476325700703,732.2729672111321,782.9473344931213,895.4684363214723,690.1967941141498,844.6114786181789,714.0596077956602,694.5306208940447,744.5393736514159,806.254253712477,867.1019866797021,702.9268738717741,942.21427596309,804.2548867684577,784.6724749075981,753.0906133083846,787.671267919801,769.1452352122391,844.65023626076,652.6554814339771,737.6217071343746,760.4929579556423,738.0731819372098,893.749443454505,793.6992315701524,782.660023029309,811.6208232919461,937.1000076187756,908.8528811030457,768.8013061515443,745.0398480625095,727.3310243168527,792.9682883583833,817.5940859883547,840.6798907621144,840.9138590948119,777.5411049228695,780.6247888461479,794.3188750852148,838.169395095467,843.8408457446128
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mae_train,451.9048193777626,402.0002727721233,474.8067738472326,409.0341447888477,459.09894163334883,425.71450428541203,421.95633027534444,423.7614711380721,402.43063018732107,453.17040312571584,404.3538710668774,430.9349851764207,417.5804928175485,403.2545347378758,438.5531198475528,384.2214210020077,379.26410891636937,397.43768524401344,430.35310957076996,450.4192321537726,409.266966843174,412.9097490665936,398.39464678456625,442.01990745311383,439.2213048427045,419.29797638254473,409.67433796807643,404.2798138209738,431.61759058085556,418.756471889092,495.07245616300276,444.9944939718845,428.9747598634349,416.26377043520154,409.2853214725808,433.1604974398859,427.1145744191375,477.5868534832922,358.2285331445907,400.538150002649,381.2911155548232,400.13669849318717,437.5901521666029,440.44259623803794,460.7828152469521,402.23756442425315,431.41405976216856,382.6740216569903,400.46343762276376,427.9680003877212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
