,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.03796892184418745
8,4.932783784764827
9,12.766303638650694
10,26.08303778384705
11,61.25054921912218
12,90.40939031845602
13,86.01545508169526
14,93.75471880090109
15,59.60305569734585
16,18.093269293082574
17,2.15099360060864
18,5.993727121651147
19,0.9158205671031454
20,0.0569423260039503
21,0.33059719369283763
22,0.026536229594073923
23,0.0005528381165432069
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.018475849854873973
32,4.623653295137363
33,42.379464337969154
34,90.829652326271
35,107.24569369947895
36,105.37069623598276
37,101.76212006339271
38,61.45742124233265
39,32.60225688460659
40,19.656394189893252
41,2.3667359113990427
42,3.8278068918958397
43,0.2861490091227638
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.007186895515061687
52,0.0
53,0.0
54,0.0
55,1.0986883592933074
56,43.474053402628286
57,159.84362152610137
58,252.56282201509597
59,307.3602549870537
60,333.4592836134217
61,329.576441687024
62,290.94965630510313
63,197.9281998684602
64,64.86626806017796
65,5.766599109850537
66,9.6777408194341
67,10.875530939498944
68,8.958763792107328
69,5.064362020692691
70,2.6283140304320445
71,0.7404603165356403
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.294723528310349
80,23.277829377074088
81,64.37860679338463
82,41.504282900813095
83,51.482377904774545
84,73.82360552994463
85,71.630289407324
86,41.95903095033804
87,18.557056245813
88,5.248095004535244
89,1.1255452349949764
90,6.636932156724505
91,1.0030473651313323
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.19001046065590016
104,6.994853374327492
105,42.32123942753481
106,77.96470578248551
107,153.72549200727508
108,210.2737467091816
109,254.05029654403884
110,230.9133496683941
111,170.75259364327005
112,66.76617364501502
113,6.43143670042423
114,9.669614099120913
115,12.459445313682222
116,9.590182318535986
117,4.576814085713238
118,0.7350867300428403
119,0.003980434439111089
120,0.004378477883022197
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.7357888344508503
128,38.39117130503139
129,146.3525167105661
130,252.0781101396544
131,312.1043357733082
132,339.53743740804083
133,309.9862498615868
134,272.4246840193837
135,201.27782666726142
136,56.89748806850806
137,5.911434403813107
138,9.648484626306633
139,12.231963485487022
140,11.93763247223942
141,7.182472810129343
142,2.448818550752796
143,0.7420635470736154
144,0.0021892389415110987
145,0.0023882606634666533
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.6530621386913247
152,39.31809286151473
153,163.77607790926825
154,256.6265249313208
155,300.28011527648704
156,308.624628929875
157,287.5147238207286
158,215.16798109207988
159,154.0438742427829
160,63.32125414006526
161,8.312515383202397
162,9.660823973067878
163,12.461723006722377
164,12.01621288212487
165,7.276499516991012
166,2.3363381075609158
167,0.7412564034234626
168,0.0023882606634666533
169,0.0023882606634666533
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.25251433811227514
176,20.653705859565445
177,58.51420232814585
178,118.68195451963476
179,161.7123885040241
180,207.87048478342254
181,212.50729838992424
182,196.8002995430888
183,104.23236661954272
184,38.337098208852304
185,4.061090756124161
186,9.907013843126897
187,10.673546005238713
188,8.703595831035644
189,4.1277989674568465
190,0.6046279913009744
191,0.0021892389415110987
192,0.0021892389415110987
193,0.0021892389415110987
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.2584739330086109
200,21.105523867072712
201,83.87611254439277
202,162.10001647781954
203,202.67869910524783
204,206.4107267934526
205,194.1577858656333
206,128.8922857595937
207,93.51144791609741
208,44.67250969262356
209,6.933604439395668
210,10.540433643537444
211,11.674658436962149
212,9.302175773341636
213,2.999854415036072
214,0.010946194707555494
215,0.006766738546488851
216,0.7613244270539808
217,1.9185693996515447
218,1.91326215373273
219,1.061449183762957
220,0.0
221,0.0
222,0.0
223,0.15717740491439913
224,17.901893322278813
225,66.72622279852304
226,120.06874340660221
227,232.46015201981385
228,212.36454453147044
229,155.38295043610208
230,124.50207941592899
231,64.70408470611827
232,27.010503885875174
233,6.266408994254918
234,10.620849475969816
235,10.319972859422341
236,8.018242417957032
237,2.9264153996344717
238,0.33694377527075364
239,0.0021892389415110987
240,0.0023882606634666533
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.031533886167624516
248,7.846414802954237
249,50.35899703100582
250,94.00949424691002
251,78.88570920693122
252,84.4094852308525
253,62.340240138068765
254,39.02161683637493
255,17.300698455681573
256,8.469253281814145
257,2.3033392003844515
258,7.232670511111465
259,0.2733342215812923
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.026270867298133185
272,5.9228643318726375
273,31.905819067291283
274,76.50135434475794
275,166.77012475989002
276,277.7831144552186
277,292.05437889243854
278,274.8501589806654
279,189.6447775911409
280,71.76460419192877
281,8.525247490448223
282,10.491197880878104
283,12.71852736861903
284,11.680153647840585
285,6.843981088132267
286,2.201843650568284
287,0.4687956660663085
288,0.0015921737756444355
289,0.0023882606634666533
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.4772817311552468
296,12.726244988725972
297,61.63477723850088
298,124.17482412865068
299,169.50836512141555
300,244.96800383898054
301,266.4372426671176
302,230.44513448235008
303,180.70461403746467
304,75.91561683189926
305,10.071013270399439
306,10.493497687442924
307,12.716857797507071
308,11.783335353912207
309,6.761110654462441
310,2.139815213892136
311,0.27116709616444296
312,0.004378477883022197
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,1.3272012305758591
320,40.74643858970274
321,155.33611951924973
322,252.53892005912724
323,298.59246912230617
324,308.7243388125748
325,290.83425411246526
326,226.38398291403317
327,141.72303926587097
328,60.81210712984468
329,10.239684179756773
330,10.49054553190058
331,14.278127922436738
332,13.73516349465499
333,9.131558873814072
334,4.0160482705788025
335,0.7529655147318476
336,0.028924490257540576
337,0.007960868878222178
338,0.0021892389415110987
339,0.0
340,0.0
341,0.0
342,0.0
343,0.3498746588166992
344,24.429623365842538
345,49.527473219913176
346,85.95940282505896
347,232.7303903479424
348,322.03211698028304
349,302.3263515823919
350,246.48193167180006
351,152.88450360762718
352,47.17590995062265
353,8.007755078886206
354,10.39304700166702
355,13.569301002929699
356,12.993453763975966
357,9.042662504673924
358,3.918140640139
359,0.15729350091887315
360,0.01811097669795545
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.09130674332827604
368,9.930752711851264
369,66.17122032075355
370,112.65766650690114
371,111.8818577211937
372,165.90770006227322
373,177.63350984596852
374,136.6579557914362
375,113.60505965884005
376,46.18266993367882
377,6.410077799791582
