,0
0,27.798920985026683
1,17.03365549243539
2,1.6130109049972643
3,0.5600203424423065
4,0.1729514848065236
5,0.011199909075109458
6,0.00012444343416788292
7,7.370625940385139
8,268.0057322330626
9,988.1087364000721
10,1641.9307253268717
11,2004.385496121998
12,2134.167948723587
13,1985.5291767599372
14,1629.9951440019913
15,1047.0170879386624
16,418.9041542965044
17,247.47672200606308
18,702.9753254378884
19,641.6809452699367
20,363.77356942197866
21,134.76383616092494
22,51.69156568260939
23,6.688585699655371
24,1.61085803358616
25,2.06756543698229
26,0.6228393880102537
27,0.0
28,0.00012444343416788292
29,0.0
30,0.003285306662032108
31,6.14192747095684
32,390.19068295834876
33,1697.1244279112066
34,2679.5303074980106
35,3318.9453400523307
36,3548.2538091103606
37,3362.528762670873
38,3070.6717445155737
39,2096.976659544739
40,749.722859257927
41,295.5952118072989
42,817.1963537060506
43,1000.5460363184864
44,791.7894439684828
45,380.89450331696776
46,146.82809510782016
47,45.96651438285738
48,16.786473499147725
49,4.984220869635462
50,2.422154558300256
51,0.3426798846680991
52,0.030986415107802836
53,0.005599954537554729
54,0.00012444343416788292
55,7.284103531694063
56,536.8923590924835
57,2247.537681236208
58,3092.732849415589
59,3757.8532443956415
60,4024.9697878474585
61,3985.183212182525
62,3739.766200121661
63,2668.508156535353
64,932.2234207638334
65,312.1220029701968
66,862.8997013365015
67,1052.924455091642
68,957.0310015891906
69,577.007204092409
70,237.8543792348141
71,84.859094638901
72,37.12626748449493
73,18.55067073231555
74,1.1247944240698262
75,0.5597714555739708
76,0.2736511117351744
77,0.022325152089718192
78,0.0
79,9.031018682941824
80,446.2593877724348
81,1492.0114677586646
82,1680.0073455405054
83,1680.0516971804427
84,1403.5434637515214
85,1451.9110021975569
86,1356.653174645977
87,819.3294510554657
88,321.553605067725
89,244.34760429825508
90,569.6982492069117
91,425.1753473847031
92,219.7685296178024
93,85.52428523864442
94,34.57469797683178
95,3.4073234492337168
96,0.41452107921321785
97,0.24708243854033146
98,0.0
99,0.0
100,0.00037333030250364865
101,0.0011946569680116755
102,0.0
103,1.7017204070438394
104,281.19801491114424
105,1302.4797557786112
106,2146.403248948574
107,2839.367768991115
108,3281.491073897313
109,3489.855040990346
110,3252.7044640418108
111,2306.335533227429
112,945.1397905707637
113,332.83752590524125
114,878.3836409656433
115,1058.9828685739287
116,883.5824396488144
117,466.6142549687456
118,173.85116728035544
119,58.73236052290425
120,33.442356058479675
121,12.930655913172956
122,0.953410926533818
123,0.43198049302697183
124,0.02239981815021892
125,0.0014933212100145946
126,0.00024888686833576584
127,3.770614277685872
128,359.84365510421446
129,1483.2592552567182
130,2603.1223811383747
131,3646.5376934286573
132,3939.0448787501123
133,3903.6386373018263
134,3708.746499506305
135,2717.340497430177
136,980.8334559078604
137,322.8176703611438
138,867.7860723338506
139,1047.909154474323
140,947.597383508029
141,573.4820700440484
142,239.2828405269404
143,84.44507444451028
144,32.510573400804226
145,18.732333257513822
146,2.7382533254300947
147,2.2061332009282277
148,0.8181658022801628
149,0.010204361601766396
150,0.00012444343416788292
151,10.685864359420478
152,458.4193468312909
153,1830.7208726605465
154,2545.543903692277
155,3175.3830015430353
156,3390.3904809238666
157,3260.1116856850995
158,2785.1612263926595
159,1731.9305937866766
160,680.254704558728
161,316.1633937162885
162,876.0543772087776
163,1053.9316878034533
164,898.9195515810673
165,530.7621106378233
166,219.31442308218035
167,76.0237601451023
168,25.615548488207764
169,14.336754720179286
170,0.2552459278217446
171,0.026730449659261243
172,0.005599954537554729
173,0.0037084143382029094
174,0.0
175,3.6246607959220714
176,362.9144275079129
177,1659.3542434320395
178,2552.6104552123584
179,3218.28475725115
180,3352.8047060587073
181,3244.766618706318
182,2890.4263655901727
183,1997.1996500148373
184,826.6541884795012
185,328.3202572447197
186,857.6817134757815
187,978.5043445942017
188,749.866330093179
189,380.59460708496664
190,167.00149577734146
191,44.477427360690356
192,20.407565879595033
193,5.109298965317602
194,0.4596940458161594
195,0.1452503763607529
196,0.03023975450279553
197,0.007964379786744505
198,0.006222171708394144
199,8.334897667635959
200,523.420442684569
201,1951.604655282516
202,2619.5747209056963
203,2988.4524933343628
204,2695.570615054802
205,2092.9342483624873
206,1854.902910564287
207,1437.5591182668688
208,768.4291993931288
209,347.95499206510203
210,843.3067763989137
211,938.4548292861284
212,586.0193975948471
213,266.17925106109374
214,86.62341631550295
215,30.623861606698128
216,8.72077186830373
217,2.163137994423224
218,0.7778959069834358
219,0.5586514646664598
220,0.5226624235051079
221,0.5599954537554729
222,0.5625092111256642
223,3.5462676545680116
224,245.38689986087985
225,1107.3584149549533
226,1814.4618682125486
227,2538.9833889528954
228,2677.9672730761754
229,2399.230839514361
230,1836.304820661381
231,1167.3415377681638
232,488.621811859038
233,285.69853348542665
234,716.7193840808987
235,803.6975730717851
236,621.8831677731936
237,365.58418094500536
238,122.136452007905
239,30.1488143521915
240,12.480929786433645
241,2.698431426496372
242,0.011921680993283178
243,0.017621190278172213
244,0.0
245,0.00037333030250364865
246,0.0
247,4.671357631793987
248,310.51024894388456
249,1471.188827026574
250,2339.8060290574595
251,3066.447639697265
252,3268.0445252834547
253,3272.1952084756044
254,2796.0415460623108
255,1733.3621723868291
256,685.161739388321
257,331.44073546711064
258,853.3109707368211
259,1037.1260686819587
260,877.5244274966028
261,499.92310499996415
262,205.645858048508
263,66.96727411335803
264,26.640452167671032
265,5.084982718281196
266,1.1782304347015151
267,0.14572326141059086
268,0.0798926847357808
269,0.024888686833576576
270,0.00012444343416788292
271,0.5133571657152046
272,110.17963441098452
273,656.5981197225043
274,1238.1454185123469
275,1864.327086499881
276,2231.79897167538
277,2247.6632726610555
278,1974.6607912156226
279,1334.3795172493176
280,654.4757276195136
281,319.09952454638903
282,754.3217503669191
283,782.8866797998802
284,606.4106240515357
285,358.23751969895517
286,133.27529668986827
287,40.416859881393314
288,18.132055464118206
289,14.646618871257312
290,0.9570944521851872
291,0.6583057667481005
292,0.5923507466391226
293,0.5361023143952395
294,0.2631978632650723
295,4.474808560783378
296,362.99198065608635
297,1610.2471843230317
298,2354.9907911154323
299,3111.713786432625
300,3481.207273862697
301,3471.157906558186
302,3129.2914277310106
303,2288.1869765639394
304,971.829929890612
305,379.01021194765616
306,877.699836739234
307,1055.3744320907365
308,919.3023781059495
309,542.4567445854673
310,210.77436796897518
311,64.87370622080635
312,33.20077401972956
313,17.765942880796295
314,1.8010449340249353
315,0.3029575404817109
316,0.142363288688058
317,0.02239981815021892
318,0.0
319,6.117502335915537
320,371.23589461791636
321,1464.5749789423942
322,2053.601228570979
323,2672.403320024125
324,2883.590273976912
325,2734.058676372653
326,2272.019609149777
327,1448.0436611495782
328,721.8646254210901
329,365.6312454518076
330,838.1835366578836
331,928.3258212948364
332,744.73209577474
333,418.6049393923053
334,168.02220260198743
335,44.37441619697203
336,20.053723418882075
337,7.982747637627684
338,0.8816568423926167
339,0.004604407064211666
340,0.0044799636300437845
341,0.0
342,0.00037333030250364865
343,3.086841162135314
344,337.68948829304304
345,1395.9485036323615
346,1880.6820057247635
347,2215.3325138004525
348,2275.640835306916
349,2207.541953491468
350,1831.5553187751013
351,1033.0532124135375
352,506.78819193338563
353,413.05886263957353
354,815.9427198835008
355,823.3647969617427
356,573.7959661623935
357,273.3010243550875
358,103.48878384082728
359,31.199026715078663
360,4.847071760839038
361,2.2052372082022194
362,0.43250315545047696
363,0.1555542927098536
364,0.06222171708394144
365,0.0
366,0.015057655534313829
367,9.736205402426819
368,524.7438363852275
369,2073.119671002132
370,2861.3778334166063
371,3692.570352607862
372,4278.913418241722
373,4319.314389807658
374,4074.994287508354
375,3089.7993474530354
376,1243.6513622575594
377,427.10711703523555
378,716.9663109651464
379,881.5782594750252
380,768.0345394860091
381,487.1908990312586
382,197.90749242689915
383,69.98152430925737
384,25.157870426025124
385,6.265950908534405
386,1.7460533804661478
387,0.09813609218479244
388,0.10947288903748656
389,0.045023634481940016
390,0.00012444343416788292
391,6.585786089775136
392,342.82340528072484
393,1493.3873828107132
394,2345.393025922431
395,3026.7639289750136
396,3407.805406209906
397,3423.880277930537
398,3066.588220333759
399,2228.388341141883
400,1038.3583293446902
401,433.77755888218917
402,668.7785746149681
403,773.3824307365708
404,621.9461299287109
405,360.2407727691594
406,134.18574352075564
407,45.64332545106585
408,20.369038192376653
409,4.421612103762463
410,0.6361548354662172
411,0.0
412,0.00908437069425545
413,0.0
414,0.0
415,9.762080303476177
