,jeju_solar,jeju_wind,land_solar,land_wind
5709,0.33170287,61.7527155,620.2313865,1079.236896
5710,0,39.44250809,214.8102396,1106.896993
5711,0,43.66192259,69.76761849,1194.808592
5712,0,32.45668593,11.95182119,1083.1428
5713,0,50.62896437,4.183862923,1003.955449
5714,0,87.92352811,1.31221868,1193.716721
5715,0,170.6800588,0.608142618,1027.102009
5716,0,178.9474616,3.470553158,1040.552358
5717,0.028786281,163.0120817,3.23441552,1348.363983
5718,0.206938364,142.4059741,16.72281135,774.5623597
5719,8.006525014,136.7147663,190.1297965,972.63424
5720,85.19064549,136.4606593,663.5646592,1190.612996
5721,86.26031814,171.8019367,967.8794357,1281.84093
5722,8.492867762,248.8960384,1064.254224,1357.875417
5723,1.672454163,193.2315756,1326.001724,1860.851603
5724,6.116589865,168.2777109,1408.832484,1560.568468
5725,68.99872192,89.07614576,1516.565707,1105.472266
5726,42.76631834,51.97451817,1520.698517,1143.159018
5727,3.608327395,11.97957164,1436.083683,839.1648182
5728,12.08361214,19.55905768,1366.584787,272.3125931
5729,17.81658211,71.4458776,1100.60044,97.42398579
5730,3.596217476,73.19578751,840.7991323,96.15709201
5731,1.196756313,82.98862844,517.4080453,108.2335736
5732,0.750400346,72.10400181,322.7067695,61.69939377
5733,0.635078315,48.19196683,75.00763284,176.3915527
5734,0.033723125,12.24750522,19.82314218,275.194306
5735,0.033723125,73.82166188,9.883260209,347.3707693
5736,0,100.3940163,6.699163392,431.899996
5737,0,95.79520849,4.651446682,598.6853679
5738,0,48.82790321,4.806876532,509.3370754
5739,0,46.93184771,1.77742557,424.79748
5740,0,84.16849066,1.40670858,401.5155898
5741,0.003455238,84.05376573,0.085156642,229.8574656
5742,0.039268091,43.83217461,23.15013428,129.2743483
5743,3.958829526,26.12483004,312.5269886,106.7515652
5744,18.23784752,112.2533523,857.1433774,83.87755411
5745,41.50388762,97.55723515,1692.129486,70.34046189
5746,61.53560084,39.65350741,1986.768724,90.28354357
5747,166.3682446,38.42023642,2597.867981,87.4969456
5748,134.0230768,1.608890638,2821.110122,249.0012099
5749,84.78127439,23.2683607,2811.931993,813.9166965
5750,56.56222769,24.14862052,2391.405177,1172.029128
5751,9.836866979,44.38706122,1779.484369,1438.488495
5752,0.871991561,24.80956209,1617.555259,2226.218746
5753,9.146662411,1.661240259,1536.729242,2193.793224
5754,6.522342636,1.425359811,1310.762138,2341.149676
5755,2.657324211,12.61365903,1032.368714,2637.474618
5756,0.084915935,7.557664364,670.4571019,2798.592078
5757,0.176244792,3.803344115,228.6762746,2851.094707
5758,0.112447273,1.931358731,47.83301656,2874.289546
5759,0,3.669345549,13.43152518,3372.55046
5760,0,0.850654852,9.367081288,3463.144448
5761,0.000221135,11.18820541,4.769443947,2813.360965
5762,0.000884541,21.63790259,0.184400281,2295.335202
5763,0,17.40710366,0.015804316,1775.941993
