,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,sum
2019-03-30,14.31704468,36.3194034,177.5394539,299.7055075,401.260421,509.1568438,233.6445807,125.682366,192.7152333,186.6873405,261.9509546,296.1790453,240.6610609,204.4329055,285.0893143,456.8780841,598.731529,615.5515386,611.7374667,550.3768604,563.922215,580.9512902,623.0812321,622.3208962,8688.892588
2019-03-31,596.1128859,553.4527872,523.2857609,538.0048285,583.2617456,580.0041249,582.0827065,542.9206725,563.0212108,439.1136026,311.0751677,233.2858682,214.7735215,175.5951583,186.048623,355.583218,496.5127446,619.0906864,613.2181599,546.846319,527.2044897,527.9244112,477.5380242,458.1007182,11244.05744
2019-04-01,452.6258842,484.2312949,466.091699,449.9889056,420.602197,389.340262,345.2937442,254.3766342,254.6308774,238.5129834,212.9123517,206.6375511,206.9103719,208.0240489,197.2629775,249.0812397,276.6450473,291.9787592,227.2906429,177.5829429,133.5445019,144.0680738,157.5843772,154.8644756,6600.081843
2019-04-02,183.0297001,207.1863551,157.3871711,113.4094622,86.68049471,50.90151285,58.47583323,76.93537336,83.06110811,74.84602766,89.73802847,60.54385355,98.56276003,192.5997518,180.9207176,221.0278774,288.1805081,216.0568786,153.0280537,153.3464788,159.4683431,248.6356158,264.1380908,194.8808807,3613.040877
2019-04-03,158.6284705,174.3184467,153.2746559,205.7752213,234.1014256,201.6047822,180.7415989,172.9119157,131.6690636,107.4808457,103.3249292,105.137166,143.3989283,181.4233666,206.0592662,242.3975831,287.5004049,313.8665655,297.5179476,294.3982534,270.3934271,345.1172704,272.9674131,255.4353651,5039.444313
2019-04-04,249.2423376,255.1021239,171.9380536,126.2830203,198.724152,117.1459583,66.59228493,66.62449845,38.48783488,23.97988159,14.64120743,36.15607827,37.24964638,23.26923526,33.43316871,32.49884948,30.25652208,25.02312458,17.31384937,15.37593597,34.6541565,42.67173129,40.19404395,14.52638566,1711.38408
2019-04-05,20.67100973,19.13507084,17.11927607,19.77447823,14.18646568,2.425144051,1.510479768,26.06082968,80.52307299,96.44685973,92.66073752,80.13493713,82.83043267,103.6035543,141.6428631,245.9821749,321.665052,203.1531314,109.7184432,69.62329435,25.37426861,38.29744677,103.39175,144.9183322,2060.849105
2019-04-06,91.57937091,48.08918013,46.64361159,49.30196701,24.64970193,25.7600713,38.06751576,21.68442987,7.980059436,3.871287561,7.902181092,16.82617388,37.73348167,43.52657738,35.41831449,25.46782248,38.14450744,47.74532916,35.53583559,70.10191254,90.81427178,78.55706165,124.2251407,140.7581307,1150.383936
2019-04-07,118.7779477,68.17225754,56.19847797,59.96488775,82.94877688,56.54163898,51.4197405,60.99280927,25.1643587,12.0131893,15.41054621,66.36181526,142.5084158,163.7246829,112.2910462,283.0549631,259.1766154,207.3639062,122.2069764,161.7101924,36.53138017,33.49930251,56.88887623,80.51236339,2333.435167
2019-04-08,59.2201426,69.0263834,59.50040176,46.34036267,85.00201136,150.3984711,172.294103,23.36393303,6.095321796,6.601596097,17.0332755,23.67919583,14.65002264,24.21622201,29.69970176,47.55278944,41.12803937,32.01687226,15.40899984,10.12984067,29.7733465,45.62547669,14.10104311,0.512238871,1023.369791
2019-04-09,0.053826389,7.597431192,17.16423882,87.3547968,170.7104022,174.15586,207.9720927,234.1425815,320.6060366,401.6958164,398.020933,401.64117,481.3383784,551.5245939,527.5553977,490.6559088,404.1868673,429.402111,441.8053971,425.3460488,390.4950797,318.1626509,357.8914402,301.7822613,7541.261321
2019-04-10,234.2657252,201.6163936,161.1141076,196.3227664,379.2514803,418.5037244,356.1352843,290.7010732,200.1296087,132.254463,147.0501531,241.4220021,312.2956713,458.2815981,457.3736821,429.8775547,541.3231541,508.5111299,496.0660585,521.2007366,528.3985416,554.9079305,565.2426335,397.1200105,8729.365484
2019-04-11,298.7902198,213.8929682,134.7012775,108.653194,58.33528907,31.54972021,42.26001556,41.1817205,29.96292965,44.65537912,49.12817438,59.97228975,38.74817884,50.95628038,40.63460206,64.95000964,50.48240722,20.95227054,7.849208082,13.83830848,14.52997167,7.397083969,2.36255389,27.17924563,1452.963298
2019-04-12,60.58253701,89.4243423,96.79613662,104.0578693,116.9325078,193.7827915,199.2882866,232.1388248,150.4407617,128.0424808,94.81060046,77.21595631,78.48783208,91.1148607,70.95419244,64.69768501,60.2524218,73.13207464,47.80762578,64.92393318,53.44214745,33.12659403,9.107938195,3.184130327,2193.744531
2019-04-13,5.673105267,2.158678159,2.696966255,3.247011,5.481455241,7.063736814,7.819261157,5.320880898,0.999796345,3.651566832,11.75098425,39.9120387,56.81106749,57.14083772,43.56237388,54.44554493,28.29854521,11.7885208,4.809477248,9.08043036,3.38988228,1.618837641,5.03351934,20.95211318,392.706631
2019-04-14,35.25947716,34.3926293,25.73678496,15.82205314,18.71936662,55.05517183,41.28245547,25.76076429,14.24527314,12.23171772,1.631853175,36.45481821,248.9515746,371.7213783,355.2006957,467.6592977,431.0956071,459.9563653,471.2333765,425.8436683,540.4624857,591.7000481,599.6594812,519.9190712,5799.995415
2019-04-15,494.8766094,540.6160787,536.168337,477.9463718,452.450639,374.3114453,332.3034094,282.9021599,282.4170991,201.0493751,165.5282921,187.6033786,199.9503962,167.210655,165.4265161,127.9778661,121.736889,124.4518367,117.9740592,99.66441405,97.66251239,78.01371683,55.45138452,24.82093442,5708.514376
2019-04-16,14.09423424,6.764430984,2.497886995,1.164788888,0.738741235,0.441502275,3.774359511,4.132445561,0.888784525,12.17121259,54.1518829,72.23488948,96.98635527,116.6466109,113.8640587,101.3559674,117.2649622,70.74910322,53.16940227,53.34484113,38.1284264,28.73158633,41.31751661,112.16136,1116.77535
2019-04-17,72.84420468,110.6752106,70.49889993,38.06875044,9.051442729,12.46719569,4.93604658,0.707638316,14.38369898,10.49961074,9.356540638,6.290917941,26.87926194,15.48053837,12.58952234,3.192083087,1.415312945,0.543765454,0.706778885,2.687633564,2.747103749,4.489726651,8.0301818,3.396772857,441.9388389
2019-04-18,10.54640735,35.49485829,18.67501818,5.717148066,10.53227819,30.09801461,45.2118817,50.31515413,84.41693574,115.1578651,95.78037725,88.52591642,97.40081574,89.98431589,46.61672109,16.47364386,28.28754813,15.63197672,18.19435733,52.59236111,46.65879688,44.08775539,41.80454148,36.62706447,1124.831753
2019-04-19,22.61374987,26.18837647,35.34451239,32.24135012,15.97137015,2.570254693,0.256182985,1.524969043,0.161330884,0,9.687463835,39.62946756,50.0447391,50.18765274,77.82902093,85.83870954,91.13716051,108.8685298,141.0252441,118.2115707,85.19879377,50.86116803,51.74688402,78.02843307,1175.166934
2019-04-20,48.56175809,46.33261871,38.7298645,46.32127665,44.25339553,33.02060564,39.95332466,48.1529051,51.63998476,52.75025427,59.93665969,43.02127448,41.28234653,44.39089537,45.14822633,28.76658997,22.18102044,20.99422226,21.5480709,12.12378956,10.29608907,12.10043363,12.27517345,2.763239258,826.5440188
2019-04-21,0.709968462,0.080048104,0.026146062,0,1.705425287,10.2896615,13.9809649,3.916195843,0.021086315,0.787286966,9.128373884,11.27766488,11.55469814,13.78282678,12.39940355,2.821668443,1.454299023,0.004735948,0.198007998,3.223340341,9.340268951,25.27051353,41.22507636,26.14755653,199.3452178
2019-04-22,10.92743173,23.09108798,34.91820751,53.28483531,58.0070531,47.59527376,57.96938643,24.20703155,4.296911551,3.076410974,18.61715489,25.14474613,56.67185787,61.39878437,77.13319676,78.14267381,56.16412495,35.86849278,46.95668949,37.01323635,33.18680865,72.93772527,83.92258453,94.74864882,1095.280355
2019-04-23,110.839038,65.72599691,37.22219604,57.69160571,76.82397419,95.83265122,140.5916825,55.095441,59.67119243,62.09515022,118.282044,267.6101728,356.3701509,396.0359234,470.691112,490.3243198,499.2414341,494.2713916,563.0544684,431.9343056,261.4683207,274.9731035,190.3648052,67.62343233,5643.833913
2019-04-24,38.3462467,32.25803941,11.20662567,5.967953556,4.061267144,4.122813279,11.75692159,21.74399084,37.31165551,35.1955222,32.96752672,57.38365111,81.82008711,124.1031439,121.7890964,103.6382886,106.8118001,112.4685157,127.4320308,126.8423493,151.9258883,76.77949865,33.78994745,21.68137344,1481.404233
2019-04-25,26.32628181,17.531824,8.575983862,19.02794764,26.42949521,11.93798306,8.722964673,6.176199069,3.290832889,7.834292117,2.546069586,3.874598185,11.53520056,5.734536407,5.629098782,1.553142635,7.769338521,4.025739973,3.761334899,2.287377911,0.876655657,17.62262709,36.85612696,62.22764176,302.1532933
2019-04-26,124.243104,230.246092,477.5062767,567.48868,506.7212323,452.8698899,449.0727101,384.3662855,482.9075688,522.2269786,603.5926175,571.7481216,464.2024252,601.5217253,491.3932307,500.4304051,545.7300758,468.6768788,506.9012497,462.8924137,522.2386838,466.7282437,420.8563525,427.8131325,11252.37437
2019-04-27,459.9674986,420.5859223,340.6341196,257.2665215,199.123288,137.29083,112.1705141,55.39389345,125.2220107,156.8880264,121.3691918,145.9616902,124.7336967,95.98733059,67.98079513,37.14916561,26.94936304,32.99859332,43.31551754,75.55027969,141.3679694,116.7689497,73.29815357,56.60803303,3424.581354
2019-04-28,65.29548566,37.09572959,48.85339562,64.51293162,86.70646525,175.8116229,74.92340063,76.45878271,60.51777104,58.70979509,63.47671538,90.2667327,83.5826252,66.96200053,58.38827721,75.95761657,90.40685017,84.51850895,78.33406964,35.36706336,31.39734072,37.22167856,22.69777133,29.08691252,1596.549543
2019-04-29,39.47286355,30.31277546,25.59129302,33.22887234,65.03717831,72.35420207,90.42346684,73.81672318,108.1812001,144.5111678,121.4613083,136.2178096,103.3614157,69.48622726,100.4409067,150.0598856,233.3986201,319.0252863,187.0104773,130.1972219,147.1176154,70.00777158,76.41802935,82.34805599,2609.480374
2019-04-30,110.2865542,56.35579616,48.31597906,83.93275849,80.0118267,117.1524343,105.5393282,52.98233688,46.6754771,56.6177561,73.98979861,72.01083831,65.84987901,60.63971034,42.28379818,50.56636816,48.52227874,47.26621468,15.45160824,25.54161248,47.96218108,59.567165,94.20895053,110.2701857,1572.000836
2019-05-01,84.1857519,65.20451916,77.79708279,110.4114561,195.5589624,256.0974778,280.4376455,391.3434044,377.0355502,273.6659003,217.4059367,236.8008673,144.5328654,146.3948342,230.148353,360.3045855,363.3940059,372.3804951,415.4977898,454.3451148,490.6008507,467.4779699,490.4580339,500.8599843,7002.339437
2019-05-02,486.3928358,506.7210416,468.5969517,415.2389407,354.7755559,334.2225938,301.2417066,272.2165793,238.5387482,181.1793185,175.7721798,220.3736357,221.6818678,249.8945456,279.3696908,340.0095646,389.3275915,411.0873789,383.5213955,401.8665738,374.8571626,344.8650607,330.2441225,343.7615154,8025.756557
2019-05-03,337.9901989,357.6319072,388.2280164,389.5334887,408.6236936,416.3172116,383.1668833,279.9218751,182.2598348,185.3585667,140.3401931,127.1801873,110.7694453,100.1286247,69.35266446,33.08821924,3.689157848,0.228078995,2.960154811,17.33463912,27.76253582,54.9443446,76.03053806,76.96557448,4169.806034
2019-05-04,50.40326394,33.25471578,81.10098568,122.9357525,95.99821268,63.26856368,65.51168696,78.6996061,59.51933041,84.12975272,74.26195067,59.27781222,28.24780248,20.88386409,12.51362916,5.959885802,2.487398308,0.193287181,5.514516088,18.0402953,14.36228281,8.308846161,8.959174973,38.44876407,1032.28138
2019-05-05,28.34534182,108.746766,126.6286386,117.4172056,78.39331589,48.48912711,25.02083982,16.42144253,3.769375418,0.212436751,8.189709089,36.68920675,55.68978577,47.59591833,34.71371141,14.1173844,7.880338236,1.023839222,0.42168695,5.818379322,5.112381187,2.319700374,14.83754195,43.00632523,830.8603977
2019-05-06,109.6342947,98.73306349,99.74768199,101.7491237,145.3796801,244.2278256,377.9361156,344.5417271,254.5932985,363.2843075,355.8572675,289.9707084,181.0292964,169.7538104,184.224672,217.6971082,376.9558561,515.5619995,621.6769768,596.3104037,588.1820259,543.7530977,458.850865,420.119433,7659.770639
2019-05-07,410.7825987,370.8335561,304.7508258,295.0357845,277.8767598,211.6745838,138.4163756,94.04404877,111.4936973,75.50506274,70.13473432,101.0150639,110.1756211,109.44384,85.48709646,65.36131987,33.37653706,20.11732451,10.54830173,21.52305057,27.10592469,38.17017839,88.51934359,126.9248275,3198.316457
2019-05-08,126.002976,105.2735462,129.0498607,129.8397956,100.7350529,86.89347314,67.91268827,35.28566256,15.89614575,12.0965208,12.76751529,11.36044864,11.42666112,14.37188483,12.97951022,1.130744537,0,0.02692076,0.169223121,4.207772848,6.017516079,29.13652346,24.1230222,11.41190554,948.1153706
2019-05-09,14.60002738,42.00837484,23.5672459,8.98683109,10.96163949,3.648053455,0.004357677,0.305497362,9.240239083,17.08673875,24.48536001,31.4132523,50.37429749,59.89047739,51.96046769,37.53599114,27.68396751,23.56566019,28.12947642,27.96324013,42.04815075,52.65683354,44.66155855,60.41661544,693.1943536
2019-05-10,110.8689002,71.93902137,86.04865274,136.3888272,69.8650274,30.5289586,16.73054102,6.416827569,3.417396168,2.778606122,7.110836039,3.349165236,5.263586525,8.406636668,5.107705763,6.126128151,5.688369241,1.576701326,0.957581349,4.579437298,8.129775901,9.824370545,17.09283949,29.46448707,647.660379
2019-05-11,64.87174697,99.71917855,97.29704553,39.43743321,41.43471088,36.13736447,30.18306194,9.263410424,2.941099053,3.783634705,24.43554026,37.49754675,44.7296412,39.06236735,29.93453212,12.34345885,3.773188385,0.864756778,1.31907486,6.464580445,9.926464258,13.12341644,5.465831153,1.83024247,655.8393271
2019-05-12,1.943260637,2.311635646,0.064487566,0.162374911,0.145770346,0.068261193,4.808584529,4.211867249,0.080910561,0.004357677,1.871752369,4.208668593,5.871963617,17.27391308,15.24729976,24.41533153,15.26817425,15.26021241,15.80911629,12.72320618,27.57398156,30.24548869,42.21858131,44.39939889,286.1885988
2019-05-13,55.10714015,34.39832455,38.17764999,33.4543216,12.96544158,11.16887427,29.30732321,30.57225091,38.18483411,56.31990585,59.37432569,58.76341267,70.81430496,59.78644693,95.95692672,54.49727116,17.83902812,9.008123184,4.921672298,7.855874722,28.54056272,22.16527531,36.95353012,15.23583968,881.3686605
2019-05-14,105.8439449,249.0644354,295.5904714,161.8195943,77.52246441,24.40655868,18.91557708,7.723274244,8.862313498,37.76806467,49.60647482,53.12296274,48.31109785,57.17777205,32.88628933,25.2320994,13.96249319,13.07793016,9.210915548,8.045406433,9.49966309,4.648479242,1.463453171,0.016341289,1313.778077
2019-05-15,0,0.520451882,3.357081683,10.10661486,11.49310661,13.44553955,2.392582521,0.41535924,0.278261882,2.289341892,10.42856245,38.44757782,58.27359768,56.14857047,51.02078005,44.39270501,26.2464183,11.46182515,12.34928724,29.23532773,26.92444863,38.38060274,28.64723804,36.16728718,512.4225686
2019-05-16,49.05268368,50.92304099,35.22021873,34.42828357,13.33815913,10.97189214,19.40363689,23.36096739,42.13660554,80.10054477,170.6486412,214.2698497,227.3382475,251.8544653,265.8695926,221.3103093,168.6106797,157.229974,128.7659702,97.56168967,119.9136158,102.7272799,88.5986987,86.8245583,2660.459605
2019-05-17,84.56385905,87.19555699,69.43136289,69.7791963,82.58336146,106.6662144,137.3602472,161.7192104,339.614287,416.0658129,422.7012476,418.0689311,289.6620487,334.0035479,281.1191226,149.6999899,155.6218974,149.5537929,134.7751885,163.3094568,255.5931645,331.0195167,372.6706528,496.2969821,5509.074648
2019-05-18,588.9790632,583.2953421,491.0041265,352.4266863,360.5976998,289.7092477,210.9311732,261.8335727,323.8788306,370.8235153,324.6487171,276.1527872,381.0933403,411.675862,414.2678385,441.5780989,392.407074,410.946408,433.9681242,516.543654,510.6032234,498.1823764,412.0798519,352.7095147,9610.336128
2019-05-19,310.6432766,249.1312864,278.7850056,291.6750321,274.452349,276.6720467,410.0699733,329.113145,352.7540447,358.6924296,405.7176254,381.0420801,376.3028643,304.0509799,219.0453341,145.8949663,118.3743481,67.0669116,86.04669481,56.70577814,58.1936918,40.1599542,22.8724022,20.71408113,5434.176301
2019-05-20,35.10484923,29.24519303,26.98847319,62.35932834,111.0006836,177.9835465,264.9581058,385.3326276,487.5556577,468.0206187,443.7276138,391.8042196,388.5342703,507.8392488,440.0219149,373.4418315,418.961689,547.4196622,557.1541738,521.1009155,545.8479117,591.6092813,468.8919483,362.7549738,8607.658738
2019-05-21,399.8743559,371.8295092,330.0368182,292.5574466,332.9713293,277.5314926,141.4188755,123.0592563,142.3532674,162.4965231,135.1366185,195.0122767,195.9873887,188.8554088,232.8418694,241.4013485,198.8323888,150.6204675,72.2283227,100.4581044,80.2730422,121.6467093,101.6617795,70.35718465,4659.441784
2019-05-22,38.87454845,33.87927075,41.85206739,67.88824594,116.2082831,82.97928365,71.74561315,52.49634091,49.65557131,80.48383574,90.70963004,90.82843726,89.09469312,82.57315118,76.51205228,58.83547775,38.91901189,23.20757414,10.50523336,13.45524749,37.87506683,57.17645567,47.81545144,24.91094768,1378.48149
2019-05-23,13.93427118,8.940570113,16.72022483,32.38189428,24.97600719,26.12559566,16.89553357,13.12464204,15.46331949,18.7586069,45.18213753,83.00534195,110.4995024,126.6870768,115.5522711,132.6936594,135.9124272,119.499809,66.41125976,22.66619027,14.80289237,17.03833827,17.80718076,19.54309163,1214.621844
2019-05-24,20.55222975,24.22411425,24.54507531,19.30318034,15.1692459,11.95508694,11.27489291,12.92252451,20.58243087,22.57462761,22.29451372,25.30711499,83.7853752,152.472229,168.4307016,151.5036475,111.547905,87.92102244,75.14218022,65.02988223,55.87290806,63.25852287,42.28542626,31.86547627,1319.820314
2019-05-25,20.19157448,15.18026417,16.42247747,21.13232733,27.26654442,29.12497259,38.29088604,37.17194657,35.55489437,38.03042406,54.58398288,68.82643865,72.73372244,71.53753105,68.9555651,48.57759098,32.42686308,21.75383798,35.58078321,46.49683656,49.22586805,59.36600071,111.5200158,176.8213117,1196.77266
2019-05-26,176.7382647,146.1240076,197.4203986,185.843555,220.6743548,195.6315299,154.3603408,151.3711863,179.9653212,242.8470109,385.1394221,381.4313477,442.9158663,413.6613406,371.1697841,358.364811,274.3027687,289.2270436,380.1615781,338.0500565,470.2711349,489.1456923,440.7679916,455.2356757,7340.820483
2019-05-27,495.4381112,522.4240364,492.8061076,485.0734402,490.5608116,449.0698897,509.4593937,510.5218468,554.2564215,535.2631295,511.1062657,458.5840088,258.8066758,159.2049125,138.0195849,91.90150007,54.3226191,135.1352749,314.068453,496.4168576,534.9796959,593.8904314,658.8351876,659.4805747,10109.62523
2019-05-28,641.3503751,644.6497629,655.0209947,640.4031159,626.7043288,622.285829,570.0582236,523.6372167,424.4929367,394.9583062,326.3065408,292.4628941,277.6653762,250.3403844,312.910942,411.5679731,400.8381469,367.9077513,285.1195457,353.2965876,327.4399453,339.188197,281.3185953,174.4552808,10144.37925
2019-05-29,243.3257622,294.0838984,270.146135,320.3848724,292.897645,218.8602145,203.643125,186.8931499,121.0093143,90.26753161,69.13866015,69.71673324,76.87725284,99.74362693,122.3878049,116.3054381,119.449614,138.4490763,102.514707,120.4422413,129.7079607,142.4491242,119.456093,122.3051391,3790.45512
2019-05-30,158.5913153,184.2417274,201.4173991,151.2795812,146.3702073,139.0842289,109.7787154,36.4017877,11.16951884,2.100618166,0.821785242,1.571305675,3.351416703,2.335969035,0.327866771,0,0,0.002905118,0.913865377,17.24862342,45.78545185,44.86594873,10.99506953,8.374892202,1277.030199
2019-05-31,0.816174733,0.343872155,0.587950482,4.656519761,18.83836751,83.00032759,190.8596436,131.1120103,73.83774292,90.55893915,92.43154187,70.30764028,84.55478964,69.97803346,67.14192416,43.84125613,25.67266053,12.41706727,7.009904373,6.331232505,6.466247862,3.285506839,5.391269485,17.45719576,1106.897818
2019-06-01,48.31614247,42.22803202,40.48093342,40.74100503,36.94103206,29.89406928,13.98030217,13.40599364,12.49437973,3.831741643,0.350196839,0.482358523,10.49802806,18.21006313,6.75455661,4.202325752,0.195462994,0.323920652,0.000729306,4.624176115,7.205558015,1.011943369,0.148742039,3.987843314,340.3095362
2019-06-02,6.558240237,2.621048865,0.315459496,0.036749742,0.532798633,0,0.12642105,0.304359525,0.51130076,6.627481908,18.57965768,12.04689472,8.495908522,1.048880734,0.08021757,0.755693808,0,0,0,0,0,1.085300624,2.215672942,2.82399859,64.76608541
2019-06-03,6.18849135,12.80649228,16.80979022,14.27052345,3.574632651,4.880670795,1.732639585,0.036604486,0,0.051299541,0.023216734,1.586787533,5.139223267,1.205381859,3.029093865,7.556111942,5.69817704,3.581934786,0.259835566,1.832944835,14.05728779,56.26373721,79.40792228,142.142026,382.134825
2019-06-04,66.14891853,11.18823264,10.67751593,43.40814238,27.78627305,10.02035707,3.893296856,6.586398698,10.75944328,8.443758629,17.62733278,17.28017724,35.34443371,23.55345566,12.35861993,34.06545552,21.52758074,18.1180526,14.561816,10.59556437,9.498452624,6.295608496,2.798941948,0.421254208,422.9590829
2019-06-05,1.131564627,2.010181239,2.354244043,11.22743963,2.560053493,5.16495777,14.06678087,6.315650783,0.555264879,0.058066045,0.130122049,1.820652554,3.240438171,6.83651725,2.829575811,4.86465028,7.844124125,11.94835978,1.997613578,4.275171585,1.213773413,0.367918058,3.955678211,22.32457564,119.0933739
2019-06-06,18.89383106,31.26051875,35.13161566,28.08453788,29.68631098,93.19577249,97.4143669,89.61834669,90.55691162,257.0701779,332.8082341,373.3506229,365.4896703,376.3604098,340.3771407,258.1110484,269.0300432,274.619248,321.0764297,504.1818929,548.276905,578.6499344,574.2979043,466.708386,6354.25026
2019-06-07,413.2662658,435.5592755,424.063754,374.3030779,339.690737,304.1796615,371.2996883,380.6332119,392.0797338,552.0722661,643.8253086,585.3575613,517.7801751,542.2169893,555.0505507,599.1696057,618.7104065,624.597622,613.0313185,614.1732447,586.36515,529.18253,518.9143149,371.0282565,11906.55071
2019-06-08,298.1366136,209.0471951,119.5392217,63.21812962,22.20443085,0.624491419,0.408750096,1.650131209,11.52510225,12.29437749,19.41025209,18.27918375,20.63186932,31.01076939,38.60049596,16.95135117,13.44604795,6.655389198,2.890316986,6.975457542,9.955358077,11.59158406,10.59762216,10.17643755,955.8205786
2019-06-09,1.377897447,0.909307973,0.479344463,0.031499347,4.155722818,17.05523637,20.24603334,28.16939456,53.03698941,77.71952522,58.90705562,49.46731967,48.57001346,59.46906582,63.62246152,28.60390639,42.87852122,28.21740163,29.59294472,18.44482995,15.96975115,12.38973798,5.142367452,0.110430796,664.5667584
2019-06-10,0.861476416,4.408304668,11.84842977,24.68994689,38.64919603,34.1271802,40.2438758,26.47319907,42.74119993,68.3506348,70.82986549,61.5559452,53.04017293,75.05505997,79.58964043,59.74740336,42.17663564,26.19739141,21.32248243,12.22790476,7.831789479,6.276725229,10.52440411,8.599037183,827.3679012
2019-06-11,5.872792786,4.337931211,13.06219411,29.21396906,17.53910193,6.785989381,19.13157865,33.3958682,48.05313246,56.64467686,63.17821149,46.60286731,53.57073523,39.44502283,18.65500615,13.9991582,14.43103122,17.18783685,4.355570724,0.252781576,0,0,3.199987429,8.566466574,517.4819102
2019-06-12,25.8547267,57.10235398,47.88342212,37.00250254,33.26689004,22.51508783,27.04903279,15.68911071,36.51064186,40.3215877,25.93992533,25.74554873,25.81147675,23.156668,15.5420149,4.872149116,1.382333804,1.072351666,0.783837139,1.612933594,0.419526268,0.002187917,2.49004015,6.215027786,478.2413774
2019-06-13,6.707720661,7.608286044,11.48747795,13.38599674,3.193378286,6.276095787,6.234797719,8.168852763,38.31909292,61.466286,98.15642481,105.1246317,75.9522421,56.06918207,57.98813352,53.24833674,32.99110356,25.98229164,34.01838656,14.24111821,10.6505528,12.99227155,6.057933533,3.535446847,749.8560405
2019-06-14,12.87595789,15.8305839,25.62518606,35.06500978,34.89103255,67.80888478,64.29089587,36.80868276,20.68339582,17.72356784,41.42497874,73.23943993,155.751505,108.9272888,134.0098987,169.2019136,186.5760805,358.771352,477.2784519,356.147165,316.6747705,197.2757479,167.2109515,115.8115287,3189.90427
2019-06-15,165.0520797,145.8389822,147.085992,137.7826786,139.20684,231.5721543,354.8890068,398.1490094,451.2061288,424.9971351,361.3253955,343.809359,286.9836691,304.3232893,400.7827863,457.8013791,391.7906927,431.3628659,359.0634949,344.3616159,375.3561166,433.8648473,434.9337067,409.1917047,7930.73093
2019-06-16,387.3766232,441.7984218,432.5985336,449.0327405,425.0582334,399.9591884,321.0129105,330.4616977,288.2649926,251.6005489,247.9451752,251.0628479,232.614323,229.1720487,218.3107205,166.9968837,184.398277,175.2910166,142.0883751,140.5914374,90.77915617,51.20338184,26.66619877,16.86287823,5901.146611
2019-06-17,42.83482643,29.50106129,27.7675532,15.52359464,4.211573711,1.264234707,0.265273583,0.013073031,0.398630602,0.184426572,1.704723217,12.49551454,19.28261149,23.20887841,18.79850687,11.02938926,3.58362036,0.887156448,0.033408857,1.085385356,12.63117447,19.82570211,16.00740572,26.26310155,288.8008264
2019-06-18,25.17197858,18.87093207,10.17048206,7.017493994,11.63219821,16.09125771,5.649870376,0.122244943,3.192482541,0.029341691,0.417949637,11.18702823,22.54172413,39.62562131,50.81037083,61.55299166,102.4844514,92.4672143,104.0655709,93.26753193,58.15101078,60.75977039,54.31133453,39.51908821,889.1099404
2019-06-19,55.53956393,53.23156876,39.38712323,29.13439001,12.93027149,6.816018011,0.617047054,0.710062273,6.995163926,19.01845457,28.1809303,22.9352859,27.13898856,22.36165221,24.05209193,8.481733967,10.42070653,8.575520859,3.177990239,3.213269265,10.95238548,19.32454203,34.94878387,65.75911828,513.9026627
2019-06-20,78.78033207,61.53042858,77.31156193,89.20918806,102.5506729,90.03234113,55.71255463,29.5035609,7.126590252,5.730744623,3.795233994,0.105616169,0.929020409,7.72918737,6.960711043,2.305338197,0.300843121,0.187585887,1.506158405,5.399624725,5.115225782,0,0,0,631.8225202
2019-06-21,0,0,0,0,0.127098911,0.008715354,4.280191992,2.675441147,0.279254464,0.037040254,0.279024475,0.832171039,2.264708912,7.857629898,7.551031011,1.056775997,6.914428882,1.680740863,5.256517404,5.929506136,14.33959868,35.78838112,79.70108802,97.28695327,274.1462978
2019-06-22,98.04637531,80.63003278,89.3987924,47.90549497,15.32816796,26.4309054,28.72190865,7.298660993,3.160998325,3.229232283,28.15575866,67.05428039,92.21530426,89.58090395,88.30111476,75.33053476,56.14029693,26.65791011,13.00809839,10.83538791,5.018760735,4.468955057,4.994499974,5.785103617,967.6974786
2019-06-23,4.81079363,6.624558633,5.373684443,10.0246058,10.74140734,16.50828437,18.54435747,16.44062538,35.52607015,65.88799052,109.6105786,110.287462,69.3796064,67.59764033,72.88262789,66.2860976,47.58834687,33.84310203,11.39519809,5.118875337,7.58786246,10.07979094,7.930790451,2.572481951,812.6428388
2019-06-24,0.872319164,1.145294336,2.37527286,0.402407256,0,0.099306615,0.000169465,0.046118748,0.050549052,1.931140848,7.984910378,13.98346451,10.87892836,10.71194763,21.77531467,16.1421003,5.263683362,6.528517249,1.381211097,3.392775293,5.659605547,0.026730111,0.088070467,2.260127299,112.9999646
2019-06-25,8.655983548,16.21598411,37.60607106,43.07248324,47.5775707,40.44002573,38.25304083,22.69540184,53.37398309,100.9456316,98.335949,69.04537561,83.29355689,61.83013992,91.33707197,108.8033523,75.99045954,113.4325579,113.5572177,39.92183137,22.8759761,23.22411818,32.96306918,54.19587728,1397.642729
2019-06-26,92.90467362,148.61593,113.4500854,111.8334569,120.903108,74.02084101,145.1505752,202.9006101,205.0027171,137.8735906,124.7764383,159.1129685,184.6084804,142.1443773,250.546796,275.7901467,288.4829793,384.3689909,434.6798146,477.2762277,383.0941101,285.9933295,177.5091529,237.1500564,5158.189457
2019-06-27,115.52404,70.1144923,126.1250606,21.79407386,4.262951932,7.945897065,1.541482823,32.69786519,59.55381356,63.04897913,61.62751097,67.08868788,46.13274054,35.07080488,36.17059478,11.24477652,9.323845956,29.07424499,25.20422539,27.9496466,19.65239064,18.48576487,12.62256806,0.014235078,902.2706937
